country_iso3,country,who_region,income_label,gco2022_selected_cases_2022,gco2022_selected_cases_2050,gco2022_selected_growth_2022_2050,gco2022_growth_percentile,gco2022_mv_per_1000_selected_cases_2050,selected_site_cases_2024,selected_site_cases_2050,selected_site_relative_case_growth_2050,gco2024_growth_percentile_common,mv_units_per_1000_selected_site_cases_2050,gco2022_screen_positive,current_screen_positive,burden_version_transition
PRT,Portugal,EURO,High income,33409.0,37717.0,0.12894728965248886,10.06711409395973,1.5112548718084684,33925.0,35214.0,0.0379955784819454,8.053691275167784,1.6186743908672687,False,False,Not screen-positive in either version
PRY,Paraguay,PAHO,Upper middle income,7224.0,12991.0,0.7983111849390919,49.664429530201346,0.8467400508044031,7020.0,15063.0,1.1457264957264957,72.48322147651007,0.73026621522937,False,False,Not screen-positive in either version
QAT,Qatar,EMRO,High income,680.0,1860.0,1.7352941176470589,89.93288590604027,2.150537634408602,1409.0,2176.0,0.5443577004968062,40.26845637583892,1.838235294117647,False,False,Not screen-positive in either version
REU,"France, La RÃ©union",AFRO,,1671.0,2658.0,0.5906642728904847,40.26845637583892,1.8811136192626035,1828.0,2453.0,0.3419037199124726,29.53020134228188,2.038320423970648,False,False,Not screen-positive in either version
ROU,Romania,EURO,Upper middle income,55041.0,61233.0,0.11249795606911211,8.724832214765101,1.927065471232832,52743.0,53393.0,0.0123239102819331,6.7114093959731544,2.210027531698912,False,False,Not screen-positive in either version
RUS,Russian Federation,EURO,Upper middle income,314451.0,361179.0,0.14860184893671827,11.409395973154362,1.572627422967559,308421.0,343349.0,0.1132478008955291,14.76510067114094,1.6542934448622246,False,False,Not screen-positive in either version
SAU,Saudi Arabia,EMRO,High income,10193.0,31193.0,2.06023741783577,95.9731543624161,1.5708652582310134,9318.0,21340.0,1.290191028117622,77.85234899328859,2.2961574507966263,False,False,Not screen-positive in either version
SGP,Singapore,WPRO,High income,11752.0,22008.0,0.8727025187202179,54.36241610738255,1.272264631043257,9383.0,17303.0,0.8440797186400938,59.06040268456376,1.618216494249552,False,False,Not screen-positive in either version
SLV,El Salvador,PAHO,Lower middle income,4798.0,7502.0,0.5635681533972489,38.25503355704698,1.8661690215942415,4485.0,7957.0,0.7741360089186177,55.70469798657718,1.7594570818147544,False,False,Not screen-positive in either version
SRB,Serbia,EURO,Upper middle income,22397.0,19718.0,-0.11961423404920302,1.342281879194631,1.8764580586266355,19368.0,18192.0,-0.060718711276332,2.684563758389262,2.0338610378188213,False,False,Not screen-positive in either version
SUR,Suriname,PAHO,Upper middle income,638.0,1207.0,0.8918495297805643,55.033557046979865,1.6570008285004143,716.0,1574.0,1.1983240223463687,75.16778523489933,1.2706480304955527,False,False,Not screen-positive in either version
SVK,Slovakia,EURO,High income,15568.0,21251.0,0.36504367934224047,28.859060402684566,1.1293586184179567,15382.0,19863.0,0.2913145234689897,25.503355704697988,1.2082766953632382,False,False,Not screen-positive in either version
SVN,Slovenia,EURO,High income,7118.0,8699.0,0.22211295307670695,18.79194630872483,1.0346016783538339,7149.0,8370.0,0.17079311791859,19.463087248322147,1.075268817204301,False,False,Not screen-positive in either version
SWE,Sweden,EURO,High income,31967.0,43058.0,0.34695154377952264,27.516778523489933,1.8811835199033862,31678.0,39656.0,0.25184670749416,24.161073825503358,2.042566068186403,False,False,Not screen-positive in either version
THA,Thailand,SEARO,Upper middle income,86814.0,132628.0,0.5277259428202824,34.899328859060404,1.1988418735108726,82750.0,109221.0,0.3198912386706948,27.516778523489933,1.4557640014282969,False,False,Not screen-positive in either version
TJK,Tajikistan,EURO,Lower middle income,2513.0,5512.0,1.1933943493832073,71.81208053691275,0.36284470246734396,3135.0,6733.0,1.1476874003189792,73.15436241610739,0.2970444081390168,False,False,Not screen-positive in either version
TKM,Turkmenistan,EURO,Upper middle income,3396.0,6512.0,0.917550058892815,57.04697986577181,1.074938574938575,4062.0,8123.0,0.9997538158542588,65.1006711409396,0.8617505847593254,False,False,Not screen-positive in either version
TTO,Trinidad and Tobago,PAHO,High income,2265.0,3751.0,0.6560706401766004,44.966442953020135,1.8661690215942415,2420.0,3749.0,0.5491735537190082,40.939597315436245,1.8671645772205925,False,False,Not screen-positive in either version
TUN,Tunisia,EMRO,Lower middle income,11158.0,20244.0,0.8143036386449184,51.006711409395976,1.5807152736613317,8819.0,14526.0,0.6471255244358771,46.97986577181208,2.2029464408646566,False,False,Not screen-positive in either version
TUR,TÃ¼rkiye,EURO,Upper middle income,122542.0,239876.0,0.9575002856163601,61.07382550335571,1.2506461671863796,119508.0,208183.0,0.7420005355290022,51.67785234899329,1.4410398543589054,False,False,Not screen-positive in either version
UKR,Ukraine,EURO,Lower middle income,76945.0,77740.0,0.010332055364221196,6.0402684563758395,0.9390275276562902,75657.0,83297.0,0.1009820637878848,13.422818791946309,0.8763821025967322,False,False,Not screen-positive in either version
URY,Uruguay,PAHO,High income,7837.0,10502.0,0.3400535919356897,26.845637583892618,2.380498952580461,7800.0,10335.0,0.325,28.187919463087248,2.418964683115626,False,False,Not screen-positive in either version
USA,United States of America,PAHO,High income,992945.0,1349520.0,0.3591085105418729,28.187919463087248,2.888434406307428,1070963.0,1394078.0,0.3017051009231878,26.845637583892618,2.796113273432333,False,False,Not screen-positive in either version
UZB,Uzbekistan,EURO,Lower middle income,18008.0,33642.0,0.8681697023545091,53.691275167785236,0.5944949765174484,19419.0,37168.0,0.9140017508625572,59.73154362416108,0.5380972879896685,False,False,Not screen-positive in either version
VEN,Venezuela,PAHO,,31967.0,56023.0,0.7525260424813088,48.322147651006716,1.053138889384717,34705.0,55104.0,0.5877827402391587,43.624161073825505,1.0707026713124277,False,False,Not screen-positive in either version
VNM,Viet Nam,WPRO,Lower middle income,86238.0,147173.0,0.7065910619448503,45.63758389261745,0.4756307203087523,84661.0,133149.0,0.5727312457920412,42.281879194630875,0.5257268173249517,False,False,Not screen-positive in either version
ZAF,South Africa,AFRO,Upper middle income,59179.0,116809.0,0.9738251744706737,62.41610738255034,0.8732203854155074,55250.0,98734.0,0.7870407239819005,56.375838926174495,1.0330787773208825,False,False,Not screen-positive in either version
